time;gFx;gFy;gFz;TgF
232,835;-0,394;0,374;0,7917;0,96
232,849;-0,3639;0,385;0,7631;0,929
232,868;-0,3216;0,3415;0,7882;0,917
232,897;-0,2921;0,2834;0,8088;0,905
232,912;-0,2495;0,2465;0,8126;0,885
232,928;-0,2197;0,1904;0,8243;0,874
232,945;-0,2092;0,1565;0,8211;0,862
232,978;-0,2099;0,1612;0,8206;0,862
232,996;-0,2093;0,161;0,7998;0,842
233,009;-0,235;0,1544;0,7863;0,835
233,041;-0,2758;0,1603;0,7823;0,845
233,059;-0,2883;0,1757;0,818;0,885
233,071;-0,2899;0,2238;0,8119;0,891
233,089;-0,2672;0,2936;0,8166;0,908
233,122;-0,243;0,3609;0,9033;1,003
233,137;-0,1684;0,3467;0,8769;0,958
233,149;-0,1159;0,3308;0,8352;0,906
233,168;-0,111;0,2625;0,9189;0,962
233,197;-0,0973;0,2345;0,9568;0,99
233,213;-0,1137;0,2232;0,9653;0,997
233,229;-0,0724;0,1965;0,9619;0,984
233,246;-0,0433;0,1586;0,9983;1,012
233,278;-0,0079;0,1295;1,0238;1,032
233,294;0,066;0,1265;0,9912;1,001
233,309;0,152;0,0929;1,0311;1,046
233,346;0,1809;0,0296;1,07;1,086
233,357;0,1995;0,0277;1,0829;1,101
233,373;0,2315;-0,0179;1,072;1,097
233,389;0,2391;-0,1076;1,0738;1,105
233,42;0,2391;-0,0882;1,0726;1,102
233,436;0,2503;-0,0422;1,049;1,079
233,454;0,2216;-0,0615;1,0183;1,044
233,467;0,1896;-0,055;1,0027;1,022
233,5;0,1693;-0,0545;0,9933;1,009
233,514;0,1581;-0,042;0,9765;0,99
233,529;0,1384;-0,0204;0,966;0,976
233,564;0,1163;0,0242;0,9554;0,963
233,578;0,1582;0,0569;0,949;0,964
233,594;0,1857;0,0435;0,9477;0,967
233,61;0,2021;0,0118;0,9393;0,961
233,64;0,2294;-0,0089;0,9203;0,949
233,66;0,2718;-0,0429;0,903;0,944
233,671;0,3181;-0,0507;0,8827;0,94
233,691;0,3774;-0,0793;0,8814;0,962
233,724;0,4236;-0,0873;0,8655;0,968
233,738;0,4605;-0,0781;0,8425;0,963
233,754;0,4653;-0,0858;0,8262;0,952
233,786;0,4575;-0,0807;0,8211;0,943
233,801;0,4361;-0,086;0,8249;0,937
233,817;0,4212;-0,086;0,8287;0,934
233,831;0,4075;-0,0721;0,8252;0,923
233,864;0,3551;-0,0576;0,8078;0,884
233,88;0,3624;-0,0625;0,841;0,918
233,896;0,3273;-0,0523;0,8458;0,908
233,909;0,379;-0,0352;0,8853;0,964
233,944;0,3859;-0,0376;0,9021;0,982
233,96;0,4007;-0,0436;0,9006;0,987
233,972;0,3993;-0,0327;0,9212;1,005
234,006;0,3801;-0,0224;0,9232;0,999
234,024;0,3561;-0,0541;0,8837;0,954
234,038;0,3352;-0,0319;0,9173;0,977
234,056;0,3951;-0,0708;0,9264;1,01
234,085;0,3256;0,0857;1,0012;1,056
234,101;0,5919;0,1321;1,2511;1,39
234,119;0,5072;0,0981;1,1153;1,229
234,149;0,2321;-0,2415;0,8888;0,95
234,164;0,1768;-0,0764;0,8161;0,839
234,18;0,1658;-0,0644;0,8583;0,877
234,197;0,1288;-0,0899;0,8874;0,901
234,229;0,0914;-0,171;0,9004;0,921
234,246;0,0722;-0,1864;0,8469;0,87
234,264;0,1952;-0,1264;0,8275;0,86
234,276;0,3391;-0,0279;0,7906;0,861
234,308;0,3941;-0,0599;0,8271;0,918
234,33;0,3647;-0,1713;0,956;1,037
234,339;0,3296;-0,1375;0,9905;1,053
234,371;0,3379;-0,0785;0,9493;1,011
234,387;0,3034;-0,1167;0,8627;0,922
234,403;0,2436;-0,1403;0,8584;0,903
234,418;0,2321;-0,1622;0,9228;0,965
234,452;0,2059;-0,1854;1,0111;1,048
234,466;0,1744;-0,154;0,9956;1,022
234,481;0,232;-0,1118;0,8975;0,934
234,498;0,2939;-0,0892;0,8959;0,947
234,529;0,2851;-0,0819;0,9773;1,021
234,545;0,2471;-0,0554;1,0141;1,045
234,561;0,244;-0,0436;1,0168;1,047
234,592;0,2738;-0,0408;0,9985;1,036
234,606;0,3082;-0,0129;0,9761;1,024
234,623;0,3427;0,0192;0,9625;1,022
234,64;0,3768;0,0508;0,9502;1,023
234,671;0,4078;0,0732;0,9347;1,022
234,688;0,4558;0,0496;0,9158;1,024
234,705;0,4737;0,0442;0,9023;1,02
234,719;0,4805;0,0428;0,8812;1,005
234,751;0,4737;0,0472;0,8588;0,982
234,766;0,463;0,0599;0,8584;0,977
234,784;0,4455;0,0603;0,8639;0,974
234,8;0,4244;0,0355;0,8639;0,963
234,829;0,3974;0,0301;0,8802;0,966
234,843;0,3871;0,0439;0,899;0,98
234,86;0,3987;0,0812;0,8984;0,986
234,893;0,3641;0,1218;0,8843;0,964
234,909;0,4;0,1336;0,898;0,992
234,925;0,4356;0,096;0,9217;1,024
234,94;0,4252;0,0676;0,9193;1,015
234,974;0,3942;0,1095;0,8994;0,988
234,988;0,3696;0,1444;0,8951;0,979
235;0,36;0,1235;0,903;0,98
235,035;0,3976;0,0847;0,925;1,01
235,051;0,429;0,1245;0,9508;1,05
235,065;0,3802;0,161;0,9493;1,035
235,084;0,2955;0,1578;0,9219;0,981
235,116;0,2482;0,1454;0,9102;0,955
235,129;0,2208;0,1383;0,9259;0,962
235,146;0,1927;0,1328;0,929;0,958
235,161;0,2023;0,1473;0,9025;0,937
235,194;0,2441;0,2138;0,8756;0,934
235,209;0,2741;0,2593;0,8634;0,942
235,224;0,1899;0,3195;0,8265;0,906
235,255;0,2005;0,2759;0,8601;0,925
235,27;0,2363;0,2902;0,8668;0,944
235,288;0,2057;0,2936;0,8669;0,938
235,304;0,1084;0,3124;0,8968;0,956
235,335;0,041;0,322;0,9492;1,003
235,35;0,1496;0,3388;0,9303;1,001
235,366;0,1928;0,3799;0,9362;1,029
235,382;0,2893;0,394;0,8875;1,013
235,414;0,3505;0,352;0,8984;1,027
235,429;0,2154;0,234;1,2486;1,288
235,445;0,2057;0,2548;1,1191;1,166
235,477;0,424;0,3286;0,8675;1,02
235,492;0,5706;0,3434;0,694;0,962
235,507;0,5258;0,3584;0,6504;0,91
235,522;0,5431;0,2601;0,7503;0,962
235,557;0,6368;0,1871;0,9274;1,14
235,58;0,6402;0,3497;0,8347;1,109
235,592;0,4683;0,4205;0,847;1,055
235,604;0,2463;0,3433;0,9517;1,041
235,635;0,2794;0,2815;0,8588;0,946
235,664;0,4357;0,2843;0,7409;0,905
235,67;0,3267;0,4291;0,6941;0,879
235,698;0,2205;0,4759;0,6819;0,86
235,715;0,3621;0,383;0,5635;0,772
235,73;0,3591;0,4805;0,663;0,894
235,746;0,2372;0,5733;0,7421;0,967
235,778;0,203;0,5136;0,7378;0,922
235,794;0,2694;0,4688;0,7766;0,946
235,82;0,2796;0,4862;0,7841;0,964
235,824;0,2117;0,4793;0,7915;0,949
235,857;0,2054;0,4177;0,7927;0,919
235,874;0,2766;0,3525;0,8199;0,934
235,888;0,2833;0,3051;0,7792;0,883
235,92;0,1846;0,2954;0,7697;0,845
235,936;0,1652;0,2126;0,9367;0,975
235,953;0,2635;0,0897;0,9641;1,003
235,967;0,2865;0,0249;0,9153;0,959
235,999;0,188;0,0662;0,9088;0,93
236,016;0,1441;0,1308;0,891;0,912
236,029;0,0852;0,1704;0,9569;0,976
236,044;0,0351;0,1622;0,9557;0,97
236,094;0,0474;0,1784;0,8404;0,86
236,095;0,0549;0,1863;0,8772;0,898
236,11;0,0877;0,1682;0,8354;0,857
236,144;0,0937;0,1856;0,8399;0,865
236,158;0,0911;0,1837;0,8345;0,859
236,175;0,0894;0,1798;0,8471;0,871
236,189;0,0969;0,166;0,8553;0,877
236,223;0,0949;0,1295;0,9038;0,918
236,237;0,1115;0,0822;0,9237;0,934
236,253;0,1331;0,0368;0,9256;0,936
236,266;0,1538;0,0103;0,9853;0,997
236,301;0,1895;-0,04;0,9702;0,989
236,316;0,1854;-0,0628;1,0071;1,026
236,332;0,1739;-0,0889;1,0361;1,054
236,364;0,1694;-0,0995;1,047;1,065
236,377;0,1471;-0,0932;1,045;1,059
236,395;0,1092;-0,0892;1,0724;1,082
236,409;0,1413;-0,0986;1,0601;1,074
236,445;0,1529;-0,1073;1,0313;1,048
236,458;0,1264;-0,0832;1,0255;1,037
236,476;0,107;-0,0459;1,0263;1,033
236,491;0,0541;-0,0296;1,0869;1,089
236,523;0,0593;-0,0526;1,0995;1,102
236,538;0,1252;-0,1259;1,0764;1,091
236,554;0,1696;-0,2409;1,1723;1,209
236,587;0,1429;-0,2943;1,2744;1,316
236,602;0,0535;-0,2393;1,1706;1,196
236,616;-0,249;0,023;0,946;0,978
236,632;-0,5914;0,303;0,6893;0,957
236,667;-0,2875;0,1012;0,9569;1,004
236,68;-0,109;0,2664;1,0646;1,103
236,694;-0,1317;0,47;1,0361;1,145
236,711;-0,3411;0,5858;0,9464;1,164
236,745;-0,292;0,5017;0,8986;1,07
236,76;-0,0115;0,2966;0,9001;0,948
236,772;0,1497;0,1906;0,892;0,924
236,807;0,1587;-0,035;0,9152;0,929
236,824;-0,0274;-0,3444;0,9335;0,995
236,839;-0,3119;-0,2926;1,1431;1,22
236,851;-0,3129;-0,0766;1,2312;1,273
236,887;-0,1751;0,1928;1,1566;1,186
236,902;-0,0185;0,2413;1,0277;1,056
236,92;0,0117;0,2438;0,951;0,982
236,93;0,0537;0,3867;0,8709;0,954
236,965;0,0939;0,5045;0,8688;1,009
236,983;0,1401;0,4191;0,8596;0,967
236,994;0,1607;0,2683;0,8888;0,942
237,028;0,1993;0,1206;0,9596;0,987
237,045;0,1752;0,0515;0,9631;0,98
237,062;0,1185;0,0917;0,8972;0,91
237,078;0,0961;0,093;0,8638;0,874
237,108;0,1054;0,021;0,8695;0,876
237,121;0,0878;0,0299;0,8758;0,881
237,137;0,0908;0,0758;0,8864;0,894
237,154;0,0743;0,1015;0,9068;0,915
237,186;0,0261;0,1166;0,8954;0,903
237,203;0,009;0,1393;0,8868;0,898
237,219;0,0765;0,1386;0,865;0,879
237,25;0,176;0,0632;0,9261;0,945
237,266;0,1658;0,0089;0,9352;0,95
237,283;0,1384;-0,0694;0,9713;0,984
237,299;0,1348;-0,1219;0,9874;1,004
237,329;0,0688;-0,1189;0,9811;0,991
237,345;0,0374;-0,112;0,9758;0,983
237,36;0,0519;-0,0999;0,9411;0,948
237,377;0,0644;-0,0802;0,8639;0,87
237,408;0,0513;-0,0734;0,8436;0,848
237,424;0,0285;-0,0553;0,8291;0,831
237,44;0,0406;-0,0573;0,8165;0,819
237,472;0,0705;-0,0738;0,8333;0,84
237,487;0,0878;-0,0356;0,8778;0,883
237,504;0,1363;0,0143;0,9115;0,922
237,52;0,194;0,0436;0,9294;0,95
237,551;0,2156;0,0701;0,9418;0,969
237,566;0,2507;0,0933;0,9905;1,026
237,582;0,3005;0,1442;1,0171;1,07
237,615;0,3383;0,1995;0,9944;1,069
237,628;0,3866;0,2146;0,9399;1,039
237,643;0,4313;0,1891;0,9407;1,052
237,702;0,4242;0,2001;0,9556;1,065
237,708;0,4017;0,2261;0,946;1,052
237,712;0,3852;0,2362;0,9284;1,032
237,721;0,3693;0,2207;0,9271;1,022
237,74;0,3693;0,1826;0,9264;1,014
237,772;0,3883;0,1967;0,9528;1,047
237,787;0,4149;0,285;1,0021;1,121
237,804;0,2903;0,1649;0,9973;1,052
237,836;0,2187;-0,1356;0,981;1,014
237,851;0,0752;-0,0475;1,0664;1,07
237,865;0,2206;0,4864;1,3662;1,467
237,882;0,4339;0,5662;1,3916;1,564
237,919;0,5166;0,073;1,0743;1,194
237,929;0,4727;-0,1324;0,8611;0,991
237,946;0,2691;-0,161;0,7836;0,844
237,965;0,1795;-0,1017;0,8324;0,858
238;0,1558;0,1452;0,8989;0,924
238,006;0,2509;0,1989;0,9482;1,001
238,024;0,2366;-0,0317;0,8326;0,866
238,056;0,0963;-0,1731;0,8536;0,876
238,072;0,0229;-0,1257;0,9582;0,967
238,088;-0,0154;-0,1101;1,0584;1,064
238,106;-0,0099;-0,1157;1,0277;1,034
238,135;0,126;-0,1267;0,9637;0,98
238,152;0,2642;-0,0809;0,8787;0,921
238,166;0,3507;0,0611;0,8037;0,879
238,182;0,4149;0,1762;0,7763;0,898
238,212;0,4422;0,1821;0,8328;0,96
238,23;0,4693;0,2013;0,8589;0,999
238,244;0,4514;0,2281;0,8736;1,009
238,279;0,4279;0,1588;0,8944;1,004
238,291;0,4399;0,0972;0,9384;1,041
238,309;0,5046;0,0932;0,9465;1,077
238,329;0,5648;0,0865;0,9557;1,113
238,358;0,6015;0,0595;0,9652;1,139
238,373;0,6105;0,0325;0,9258;1,109
238,389;0,6097;0,0383;0,8498;1,047
238,406;0,6208;0,0742;0,7848;1,003
238,434;0,619;0,0783;0,7258;0,957
238,452;0,6222;0,0673;0,6928;0,934
238,468;0,6214;0,0629;0,6806;0,924
238,499;0,6364;0,0448;0,6488;0,91
238,513;0,675;0,0299;0,652;0,939
238,532;0,6103;-0,0253;0,6853;0,918
238,545;0,5331;-0,0884;0,7143;0,896
238,58;0,5331;-0,1073;0,7256;0,907
238,595;0,5573;-0,1017;0,7352;0,928
238,613;0,5145;-0,0841;0,763;0,924
238,626;0,4483;-0,0653;0,7923;0,913
238,659;0,4286;-0,0247;0,8158;0,922
238,671;0,4049;-0,006;0,8412;0,934
238,689;0,3432;-0,0293;0,8726;0,938
238,721;0,281;-0,0113;0,9297;0,971
238,737;0,2107;-0,0101;0,9723;0,995
238,754;0,1872;-0,046;0,9977;1,016
238,769;0,1956;-0,0317;1,0026;1,022
238,8;0,2436;-0,0131;0,9973;1,027
238,816;0,3025;-0,0493;1,0148;1,06
238,831;0,3086;-0,0981;1,0701;1,118
238,848;0,2714;-0,1578;1,0885;1,133
238,879;0,28;-0,1664;1,0562;1,105
238,894;0,3175;-0,1039;0,9905;1,045
238,911;0,1901;0,0518;0,9583;0,978
238,942;0,0657;0,0621;0,9137;0,918
238,957;0,0656;-0,0173;0,9722;0,975
238,974;0,0464;-0,1079;0,9782;0,985
238,99;0,1221;-0,1572;0,9576;0,978
239,022;0,1916;-0,1582;0,9065;0,94
239,037;0,1898;-0,1519;0,8651;0,899
239,054;-0,1194;-0,8762;1,2133;1,501
239,069;-0,7418;-2,1037;1,9933;2,991
239,101;0,3927;0,2733;1,512;1,586
239,119;-0,3681;0,5034;0,8056;1,019
239,131;-0,937;0,3444;1,0597;1,456
239,163;-1,1064;0,4503;0,6419;1,356
239,179;-0,201;0,1429;0,9984;1,028
239,195;0,142;0,3501;0,9094;0,985
239,211;0,1275;0,6223;0,5535;0,843
239,244;-0,0523;0,4744;0,5327;0,715
239,259;-0,0634;0,1628;0,7935;0,813
239,272;-0,0265;0,0247;0,991;0,992
239,291;-0,088;-0,0501;1,1133;1,118
239,324;0,2287;-0,0537;0,8711;0,902
239,336;0,3894;0,0543;0,8502;0,937
239,355;0,2434;0,2375;1,0578;1,111
239,387;0,1582;0,2969;1,1473;1,196
239,402;0,1831;0,2875;1,149;1,198
239,417;0,3396;0,3259;1,174;1,265
239,435;0,4642;0,19;1,0889;1,199
239,465;0,4331;0,0158;0,9899;1,081
239,481;0,4572;0,0047;0,9944;1,095
239,5;0,4329;0,1716;1,1734;1,262
239,509;0,291;0,1372;1,1617;1,205
239,544;0,174;0,0635;1,0196;1,036
239,56;0,169;0,1256;1,1518;1,171
239,575;0,0762;0,1278;1,2016;1,211
239,608;0,0011;0,0773;1,1582;1,161
239,622;-0,1351;0,0651;1,089;1,099
239,64;-0,203;0,0806;1,0248;1,048
239,655;-0,1881;0,145;1,0405;1,067
239,689;-0,1383;0,248;1,1068;1,143
239,7;0,0102;0,2027;1,1097;1,128
239,717;0,16;0,1145;1,0427;1,061
239,732;0,232;0,1151;0,9565;0,991
239,765;0,1754;0,0768;1,0207;1,038
239,78;0,1397;0,0016;1,0589;1,068
239,793;0,1888;-0,0133;1,062;1,079
239,828;0,1623;0,0105;0,9607;0,974
239,845;0,0238;-0,1449;0,7635;0,778
239,861;-0,1119;-0,3358;0,6785;0,765
239,872;-0,2924;-0,3224;0,6593;0,79
239,904;-0,3081;-0,3163;0,3566;0,568
239,924;-0,2609;-0,216;0,324;0,469
239,94;0,0605;-0,136;0,6509;0,668
239,953;0,0954;-0,2193;0,7709;0,807
239,985;0,2734;-0,1851;1,0248;1,077
240,002;1,3056;0,1166;1,5289;2,014
240,019;1,097;-0,6784;1,8595;2,263
240,048;-0,6356;-1,1365;0,7737;1,515
240,067;-0,6571;-0,612;0,6193;1,091
240,082;-0,1132;-0,4609;1,0276;1,132
240,101;-0,073;-0,7034;1,4809;1,641
240,128;-0,3266;-0,7935;1,4525;1,687
240,143;-0,4823;-0,5662;1,1321;1,355
240,161;-0,4724;-0,4424;1,058;1,24
240,176;-0,3688;-0,2525;1,1911;1,272
240,209;-0,2156;-0,064;0,9187;0,946
240,225;-0,1769;-0,0819;0,7949;0,818
240,241;-0,1429;-0,1519;1,0167;1,038
240,272;-0,1745;-0,1821;1,0311;1,062
240,288;-0,1709;-0,3052;0,9173;0,982
240,304;-0,0956;-0,3906;0,9116;0,996
240,319;-0,0155;-0,4279;0,9851;1,074
240,349;-0,0326;-0,5012;1,0892;1,199
240,367;-0,1102;-0,5713;1,1553;1,294
240,384;-0,1665;-0,4972;1,1294;1,245
240,397;-0,0968;-0,444;1,1178;1,207
240,432;-0,1044;-0,5043;1,0893;1,205
240,446;-0,1203;-0,4895;1,1043;1,214
240,461;-0,1059;-0,3627;1,1026;1,166
240,494;-0,2122;-0,2472;0,9183;0,974
240,509;-0,3824;-0,2929;0,9438;1,06
240,526;-0,2826;-0,2852;0,9406;1,023
240,545;-0,0164;-0,1171;1,0032;1,01
240,575;-0,0012;-0,0337;0,9651;0,966
240,589;-0,0272;0,0099;0,8613;0,862
240,602;0,1003;0,1343;0,8247;0,842
240,618;0,0861;0,2264;0,8521;0,886
240,651;-0,098;0,2284;0,8069;0,844
240,666;-0,1361;0,2205;0,8071;0,848
240,682;-0,108;0,2115;0,8552;0,888
240,715;-0,203;0,2326;0,9253;0,975
240,73;-0,294;0,1623;0,9226;0,982
240,745;-0,3206;0,2446;0,9603;1,042
240,763;-0,1487;0,241;0,9826;1,023
240,794;0,0232;0,0799;0,8658;0,87
240,81;-0,0485;0,219;0,8818;0,91
240,826;-0,5309;0,1481;0,9524;1,1
240,842;-0,8258;-0,7452;1,1052;1,568
240,873;-0,3135;0,6985;0,9471;1,218
240,889;0,3587;1,5918;0,1223;1,636
240,902;0,501;0,8684;0,509;1,124
240,935;0,2715;0,8395;0,9157;1,272
240,952;0,4934;1,0987;0,9348;1,525
240,968;0,6148;1,3149;0,9019;1,709
240,984;0,8899;1,3266;1,1215;1,952
241,015;0,8193;1,04;1,3071;1,86
241,03;0,6117;0,9282;1,1997;1,636
241,046;0,5651;0,8952;0,8985;1,389
241,078;0,3807;0,7328;0,647;1,049
241,094;0,2981;0,7345;0,6801;1,044
241,111;0,2384;0,7919;0,7257;1,1
241,126;0,1328;0,7782;0,7195;1,068
241,142;0,0822;0,7506;0,7948;1,096
241,173;0,1901;0,7576;0,9168;1,204
241,188;0,2229;0,7225;0,9562;1,219
241,205;0,2206;0,6322;1,0046;1,207
241,237;0,2695;0,5498;1,0759;1,238
241,252;0,3459;0,5463;0,983;1,177
241,268;0,3785;0,5512;0,9546;1,165
241,3;0,3667;0,5918;0,9096;1,145
241,313;0,4256;0,6553;0,9328;1,217
241,331;0,4797;0,6486;0,9294;1,231
241,347;0,4907;0,5628;0,9203;1,185
241,379;0,4988;0,5133;0,9123;1,159
241,392;0,4705;0,5033;0,8694;1,109
241,411;0,2739;0,5742;0,8215;1,039
241,426;0,1157;0,5757;0,7974;0,99
241,458;-0,0635;0,6233;0,8321;1,042
241,474;-0,1672;0,7146;0,8155;1,097
241,49;-0,2023;0,8096;0,7696;1,135
241,506;-0,217;0,7559;0,8483;1,157
241,538;-0,1443;0,7699;0,7675;1,097
241,553;-0,1718;0,7393;0,757;1,072
241,57;-0,1397;0,679;0,8161;1,071
241,602;-0,0522;0,5836;0,8616;1,042
241,616;-0,0455;0,5211;0,8029;0,958
241,629;-0,1777;0,4146;0,8082;0,926
241,647;-0,2666;0,3031;0,8735;0,962
241,68;-0,1036;0,2642;0,8955;0,939
241,708;0,0951;0,1749;0,8189;0,843
241,709;0,0794;0,0917;0,6992;0,71
241,726;-0,0068;0,0109;0,684;0,684
241,759;0,1511;-0,111;0,6857;0,711
241,774;0,3423;-0,1317;0,6204;0,721
241,791;0,3646;-0,1265;0,565;0,684
241,822;0,3083;-0,1611;0,5783;0,675
241,838;0,2789;-0,221;0,6616;0,751
241,856;0,1896;-0,1333;0,6464;0,687
241,867;0,2047;-0,2579;0,5165;0,613
241,9;0,2262;-0,0959;0,9781;1,008
241,916;0,3876;0,0854;0,9945;1,071
241,932;0,678;-0,1043;1,0672;1,269
241,965;0,1453;-0,2891;0,9317;0,986
241,979;0,0834;-0,3433;0,7979;0,873
241,995;0,0193;-0,4651;0,7237;0,86
242,012;0,332;-0,3204;0,9741;1,078
242,043;0,4872;-0,1589;0,9845;1,11
242,058;-0,1211;-0,3915;0,9697;1,053
242,072;-0,2373;-0,2107;0,9029;0,957
242,09;-0,1428;-0,0737;0,8742;0,889
242,12;-0,0014;-0,0901;1,1538;1,157
242,138;-0,025;0,0127;1,2834;1,284
242,153;-0,2066;0,0011;1,1779;1,196
242,185;-0,3005;-0,1671;1,1398;1,191
242,201;-0,3282;-0,4021;1,2266;1,332
242,217;-0,4108;-0,4269;1,3347;1,46
242,233;-0,3826;-0,2287;1,267;1,343
242,265;-0,3982;-0,2833;1,2719;1,363
242,28;-0,3431;-0,2616;1,3798;1,446
242,293;-0,245;-0,1705;1,4806;1,51
242,312;-0,152;-0,2197;1,5565;1,579
242,344;-0,0663;-0,1579;1,5196;1,529
242,359;0,0949;-0,0522;1,4467;1,451
242,375;0,1946;0,0289;1,3242;1,339
242,405;0,2377;0,1517;1,162;1,196
242,426;0,2655;0,2338;1,0803;1,137
242,455;0,2483;0,2528;1,0072;1,068
242,46;0,2292;0,2487;0,8981;0,96
242,487;0,2875;0,2227;0,8171;0,894
242,502;0,3651;0,2666;0,7821;0,903
242,517;0,3645;0,2696;0,7429;0,87
242,533;0,3414;0,2443;0,6986;0,815
242,566;0,3687;0,2095;0,6875;0,808
242,581;0,3647;0,1876;0,7007;0,812
242,598;0,3219;0,17;0,7186;0,806
242,626;0,3478;0,148;0,7547;0,844
242,642;0,3421;0,1059;0,7834;0,861
242,659;0,3236;0,0758;0,8126;0,878
242,673;0,3029;0,0708;0,8223;0,879
242,707;0,2557;-0,0062;0,8188;0,858
242,724;0,2891;-0,0702;0,8123;0,865
242,739;0,4075;-0,0034;0,8111;0,908
242,755;0,4229;0,0283;0,802;0,907
242,787;0,3368;-0,0235;0,7876;0,857
242,804;0,3479;-0,0595;0,7582;0,836
242,816;0,4547;-0,049;0,7287;0,86
242,85;0,4816;-0,055;0,7044;0,855
242,864;0,4254;-0,0951;0,6763;0,805
242,881;0,4182;-0,1017;0,6453;0,776
242,894;0,4375;-0,1222;0,6403;0,785
242,926;0,395;-0,1911;0,6624;0,795
242,942;0,3528;-0,2533;0,6748;0,803
242,961;0,4013;-0,2437;0,6895;0,834
242,976;0,4086;-0,2841;0,7185;0,874
243,006;0,3231;-0,3903;0,7369;0,894
243,025;0,2973;-0,4183;0,7259;0,889
243,039;0,3079;-0,4504;0,7289;0,91
243,054;0,2895;-0,49;0,7406;0,934
243,094;0,2592;-0,5225;0,7387;0,941
243,105;0,2441;-0,4999;0,7076;0,9
243,119;0,2161;-0,536;0,6684;0,884
243,154;0,2229;-0,5774;0,6096;0,869
243,167;0,2875;-0,604;0,5525;0,868
243,181;0,3575;-0,6305;0,5308;0,898
243,198;0,4172;-0,6505;0,5392;0,942
243,229;0,4074;-0,6705;0,5209;0,942
243,246;0,3966;-0,7113;0,519;0,966
243,259;0,4149;-0,7302;0,5308;0,993
243,292;0,4255;-0,7021;0,5427;0,984
243,307;0,3438;-0,7121;0,5284;0,951
243,324;0,3021;-0,7095;0,5156;0,928
243,339;0,3011;-0,6796;0,5021;0,897
243,369;0,2874;-0,6345;0,462;0,836
243,387;0,2732;-0,6246;0,4155;0,798
243,402;0,2966;-0,6548;0,3895;0,818
243,421;0,3316;-0,7084;0,4252;0,89
243,448;0,3518;-0,8055;0,4681;0,996
243,464;0,3817;-0,8625;0,4446;1,043
243,479;0,3865;-0,8937;0,5091;1,099
243,511;0,4019;-0,9113;0,5769;1,151
243,53;0,3728;-0,7587;0,5054;0,985
243,544;0,3524;-0,6552;0,4756;0,883
243,562;0,4132;-0,6104;0,4685;0,873
243,592;0,4501;-0,5476;0,5085;0,872
243,607;0,5111;-0,5422;0,391;0,841
243,622;0,4432;-0,5624;0,3942;0,817
243,638;0,5057;-0,7248;0,496;1,014
243,669;0,5802;-0,729;0,6545;1,139
243,685;0,5461;-0,6434;0,6788;1,083
243,718;0,5582;-0,5749;0,5779;0,988
243,732;0,5494;-0,6548;0,5011;0,991
243,75;0,5385;-0,6445;0,5751;1,018
243,765;0,4954;-0,5799;0,589;0,964
243,781;0,4314;-0,6314;0,522;0,926
243,814;0,486;-0,691;0,4675;0,966
243,829;0,5708;-0,7274;0,4595;1,033
243,845;0,6162;-0,7699;0,442;1,081
243,861;0,5864;-0,7701;0,432;1,06
243,891;0,5383;-0,7797;0,382;1,022
243,91;0,5386;-0,8471;0,391;1,077
243,922;0,5317;-0,8863;0,407;1,111
243,957;0,5359;-0,8202;0,4014;1,059
243,972;0,4735;-0,781;0,4321;1,01
243,987;0,3851;-0,7474;0,4222;0,941
244,004;0,3597;-0,7442;0,4303;0,932
244,036;0,3587;-0,7901;0,4663;0,985
244,051;0,3246;-0,8094;0,4932;1,002
244,068;0,3078;-0,7785;0,4993;0,975
244,086;0,2794;-0,7662;0,4867;0,95
244,114;0,2478;-0,7641;0,4793;0,935
244,13;0,2051;-0,787;0,4938;0,951
244,146;0,1985;-0,7993;0,5124;0,97
244,177;0,2033;-0,7795;0,5201;0,959
244,193;0,2044;-0,7493;0,5219;0,936
244,209;0,1944;-0,7256;0,5206;0,914
244,229;0,1556;-0,7211;0,5377;0,913
244,257;0,1387;-0,7111;0,5608;0,916
244,273;0,1422;-0,7113;0,567;0,921
244,289;0,0894;-0,6392;0,5734;0,863
244,318;-0,12;-0,4114;0,7283;0,845
244,335;-0,2402;-0,4277;0,8736;1,002
244,352;-0,0978;-0,7668;0,6505;1,01
244,37;0,0543;-0,9211;0,382;0,999
244,403;0,1817;-0,9372;0,3595;1,02
244,415;0,2193;-0,8402;0,476;0,99
244,431;0,2044;-0,7602;0,6447;1,017
244,447;0,1116;-0,6912;0,7176;1,003
244,48;0,0297;-0,761;0,6057;0,973
244,492;0;-0,8138;0,5268;0,969
244,51;-0,0703;-0,7788;0,5572;0,96
244,542;-0,0306;-0,8722;0,6231;1,072
244,558;0,1213;-0,9259;0,8441;1,259
244,574;0,0947;-0,878;0,659;1,102
244,59;0,0082;-0,8751;0,6295;1,078
244,622;0,0011;-0,7532;0,5535;0,935
244,637;-0,0089;-0,7435;0,594;0,952
244,654;0,019;-0,8334;0,6681;1,068
244,668;0,0945;-0,8801;0,6043;1,072
244,701;0,1411;-0,9125;0,6644;1,138
244,716;0,0983;-0,8399;0,7545;1,133
244,732;0,0883;-0,7329;0,8117;1,097
244,764;0,1451;-0,6013;0,8326;1,037
244,78;0,1962;-0,5522;0,8196;1,008
244,795;0,1771;-0,6159;0,8003;1,025
244,811;0,0637;-0,7126;0,8944;1,145
244,844;-0,028;-0,7746;0,9275;1,209
